3G,4G,5G,Audio Jack,Battery,Bluetooth,Brand Name,Color,CPU Clock Speed,CPU Cores,Display Resolution,Display Size,Display Type,Expandable Storage,Flash,Fingerprint Scanner,Fingerprint Scanner Type,GPS,GPU Name,Hybrid Slot,Internal Storage,Model Name,Model No,Name,No of Front Cameras,No of Rear Cameras,OS,OTG Compatible,Primary Camera,RAM,Ratings,Reviews,Stars,Secondary Camera,Sim Type,Sim Size,Touchscreen,Weight,WiFi
YES,YES,,, lithium-ion ,,OnePlus,Glacier Blue,2.9 GHz,Octa Core, 2400 x 1080$$Pixels,16.64 cm (6.55 inch),,,Back Flash,,,,Adreno 640,No,128 GB,7T,HD1901,OnePlus 7T,1.0,3,Android Pie 10,Yes,MP MP MP,8 GB,3945,320,4.6,16MP,Dual Sim,Nano,Yes,190 g,Yes
yes,YES,,3.5,No,latest,Blackbear,Black & Gold,1.3 GHz,Quad Core,mp4,13.97 cm (5.5 inch),infinity,32 GB,yes,,,Yes,,No,16 GB,B6 Note X,B6 note X,Blackbear B6 Note X,2.0,2,android 8.1 (oreo),yes,13MP 1.3MP,2 GB,26,0,3.5,8MP 4MP,Dual Sim,micro,yes,0.2 g,Yes
Yes,YES,,,Li-polymer,,Lava,Space Blue,2 GHz,Quad Core,1080p,15.24 cm (6 inch),LCD,256 GB,Rear Flash and Front Flash,,,,,No,16 GB,Z62,Z62,Lava Z62,1.0,1,Android Pie 9,Yes,8MP,2 GB,206,26,4.1,5MP,Dual Sim,,Yes,182.8 g,Yes
Yes,YES,,,4000 mAh,Yes,Samsung,Blue,2.3 GHz,Octa Core,1080 x 2340 pixels,16.26 cm (6.4 inch),Super AMOLED,512 GB,,Yes,,,,No,64 GB,Galaxy A50,SM-A505FZBDINS,Samsung Galaxy A50,1.0,3,Android Pie 9.0,Yes,25MP 5MP 8MP,4 GB,52406,4987,4.3,25MP,Dual Sim,Nano SIM,Yes,166 g,Yes
YES,YES,,3.5mm,3765 mAh,5,Realme,Space Blue,2.2 GHz,Octa Core,2340 x 1080 Pixels,16.59 cm (6.53 inch),"AMOLED, OLED",,Rear Flash,Yes,In-Display,"Beidou, Galileo, Glonass",Adreno 616,No,128 GB,X,RMX1901,Realme X,1.0,2,Android Pie 9,Yes,48MP 5MP,4 GB,92624,12281,4.5,16MP,Dual Sim,Dual Nano SIM,Yes,191 g,Yes
Yes,YES,,3.5mm,4230 mAh,4.2,Realme,Mirror Black,1.8 GHz,Octa Core,1920 x 1080 pixels,15.75 cm (6.2 inch),HD+,256 GB,Rear Flash,,,"A-GPS, GLONASS",Adreno 506,No,32 GB,C1,RMX1811,Realme C1,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,3 GB,31895,2929,4.4,5MP,Dual Sim,Dual Nano SIM,Yes,168 g,Yes
Yes,YES,,,4000 mAh,4,Panasonic,Grey,1.25 GHz,Quad Core,1280 x 720 Pixels,13.21 cm (5.2 inch),IPS On Cell,128 GB,LED Flash,Yes,In-Display,"GPS, A-GPS",,Yes,16 GB,Eluga A3,EB-90S52EA3H,Panasonic Eluga A3,1.0,1,Android Nougat 7,Yes,13MP,3 GB,9427,1634,3.8,8MP,Dual Sim,Micro SIM and Nano SIM,Yes,161 g,Yes
YES,YES,,,Lithium Ion,Yes,Nokia,Black,2 GHz,Octa Core,720 x 1520 pixels,14.5 cm (5.71 inch),HD+,400 GB,Rear Flash,,,Yes,,No,32 GB,4.2,TA-1152,Nokia 4.2,1.0,2,Android Pie 9.0,Yes,13MP 2MP,3 GB,380,42,4.2,8MP,Dual Sim,Nano SIM,Yes,161 g,Yes
Yes,YES,,3.5mm,3260 mAh,4.2,Vivo,Black,1.8 GHz,Octa Core,1080P,16.0 cm (6.3 inch),In-Cell,256 GB,Rear LED Flash and Front Screen Flash,,,Yes,Adreno 506,No,32 GB,V9 Youth,1727,Vivo V9 Youth,1.0,2,Android Oreo 8.1,Yes,16MP 2MP,4 GB,26619,2922,4.4,16MP,Dual Sim,Dual Nano Sim,Yes,150 g,Yes
Yes,YES,,,No,5,Apple,Coral,,,2160p,15.49 cm (6.1 inch),All-screen LCD Multi-touch Display with IPS Technology,,Rear Quad LED True Tone Flash with Slow Sync and Front Retina Flash,,,"Assisted GPS, GLONASS, Galileo and QZSS","Apple-designed GPU - 4-core, Graphics Performance - Upto 50% Faster than A11 Bionic, Metal 2 Optimised, 3D, Graphics-intensive Gameplay, Faster and More Fluid",No,128 GB,iPhone XR,MRYG2HN/A,Apple iPhone XR,1.0,1,iOS 12,No,12MP,,8618,726,4.6,7MP,Dual Sim,Nano SIM and eSIM,Yes,194 g,802.11ac (2x2 MIMO)
Yes,YES,,3.5 mm,Li-Ion,4.2,Apple,Space Grey,1.84 GHz,Dual Core,3840 x 2160,11.94 cm (4.7 inch),LED Backlit IPS LCD,,,Yes,,"A-GPS, GLONASS",PowerVR GT7600 (Six-core Graphics),No,32 GB,iPhone 6s,MN0W2HN/A,Apple iPhone 6s,1.0,1,iOS 9,No,12MP,,91235,9294,4.5,5MP,Single Sim,Nano Sim,Yes,143 g,802.11 a/b/g/n/ac
Yes,YES,,,No,5,Apple,Blue,,,2160p,15.49 cm (6.1 inch),All-screen LCD Multi-touch Display with IPS Technology,,Rear Quad LED True Tone Flash with Slow Sync and Front Retina Flash,,,"Assisted GPS, GLONASS, Galileo and QZSS","Apple-designed GPU - 4-core, Graphics Performance - Upto 50% Faster than A11 Bionic, Metal 2 Optimised, 3D, Graphics-intensive Gameplay, Faster and More Fluid",No,128 GB,iPhone XR,MRYH2HN/A,Apple iPhone XR,1.0,1,iOS 12,No,12MP,,8618,726,4.6,7MP,Dual Sim,Nano SIM and eSIM,Yes,194 g,802.11ac (2x2 MIMO)
Yes,YES,,3.5mm,4000 mAh,5.0,Redmi,Glacier Blue,2.84 GHz,Octa Core,2340 x 1080 pixels,16.23 cm (6.39 inch),AMOLED,,Rear Flash,Yes,,"2 band-GPS/A-GPS, GLONASS, BeiDou",Adreno 640,No,256 GB,Redmi K20 Pro,MZB7752IN,Redmi K20 Pro,1.0,3,Android Pie 9.0,Yes,48MP 13MP 8MP,8 GB,11364,1640,4.6,20MP,Dual Sim,Dual Nano SIM,Yes,191 g,802.11 a/b/g/n/ac (2x2 MiMo)
Yes,YES,,3.5 mm,3000 mAh,5,Samsung,Midnight Black,2.7 GHz,Octa Core,2160p,14.73 cm (5.8 inch),Super AMOLED,400 GB,Rear Flash,,,,ARM Heimdall MP18,Yes,64 GB,Galaxy S9,SM-G960FZKDINS,Samsung Galaxy S9,1.0,1,Android Oreo 8,Yes,12MP,4 GB,15548,1281,4.4,8MP,Dual Sim,Nano SIM,Yes,163 g,Yes
Yes,YES,,3.5 mm,3000 mAh,4.2,Vivo,Gold,1.8 GHz,Octa Core,1080p,14.48 cm (5.7 inch),IPS,256 GB,Moonlight Glow,Yes,,Yes,Qualcomm Adreno 506,No,32 GB,V7,1718,Vivo V7,1.0,1,Android Oreo 8.1,Yes,16MP,4 GB,11538,1709,4.4,24MP,Dual Sim,Dual Nano SIM,Yes,139 g,Yes
YES,YES,,3.5mm,Li-Polymer,5,Tecno,Midnight Black,2 GHz,Quad Core,1520x720 Pixels,15.75 cm (6.2 inch),TFT,256 GB,,Yes,,Yes,,No,64 GB,Camon i4,Camon i4 / CB7J,Tecno Camon i4,1.0,2,Android Pie 9,Yes,13MP 8MP,4 GB,80,8,4.3,16MP,Dual Sim,,Yes,140 g,Yes
Yes,YES,,3.5 mm,3260 mAh,4.2,Vivo,Pearl Black (Golden Line),2.2 GHz,Octa Core,3840 x 2160 Pixels,16.0 cm (6.3 inch),IPS Capacitive Touch Screen,256 GB,Rear LED Flash and Front Screen Flash,Yes,,Yes,Adreno 506,No,64 GB,V9,vivo 1723,Vivo V9,1.0,2,Android Oreo 8.1,Yes,16MP 5MP,4 GB,89300,9666,4.5,24MP,Dual Sim,Dual Nano SIM,Yes,150 g,Yes
Yes,YES,,,3800 mAh,Yes,Samsung,Caviar Black,2.2 GHz,Octa Core,2220 x 1080 pixels,16.0 cm (6.3 inch),Super AMOLED,512 GB,Rear LED Flash,,,,Adreno 512,No,128 GB,Galaxy A9,SM-A920FZKGINS,Samsung Galaxy A9,1.0,4,Android Oreo 8,Yes,24MP 5MP 10MP 8MP,8 GB,541,68,4.3,24MP,Dual Sim,Nano SIM,Yes,183 g,Yes
Yes,YES,,3.5mm,No,5,Samsung,Blue,2.2 GHz,Octa Core,1920 x 1080 pixels,15.24 cm (6 inch),Super AMOLED Infinity Display,512 GB,Front and Rear LED Flash,Yes,,"GLONASS, BeiDou",ARM Mali-G71 MP2,No,128 GB,Galaxy A7,SM-A750FZBHINS,Samsung Galaxy A7,1.0,3,Android Oreo 8,Yes,24MP 5MP 8MP,6 GB,2952,283,4.4,24MP,Dual Sim,Nano SIM,Multi-touch,169 g,Yes
HSPA+,YES,,,Li-Ion,v4.2,Apple,Black,,,3840 x 2160,13.97 cm (5.5 inch),LED-backlit IPS,,Quad LED True Tone Flash,Yes,,"A-GPS, GLONASS",,No,128 GB,iPhone 7 Plus,MN4M2HN/A,Apple iPhone 7 Plus,1.0,2,iOS 12,No,12MP 12MP,,23729,2546,4.5,7MP,Single Sim,Nano Sim,Yes,188 g,802.11 a/b/g/n/ac
YES,YES,,3.5 mm,3500 mAh,4.2,Samsung,Black,1.6 GHz,Octa Core,1080p,15.24 cm (6 inch),Super AMOLED,256 GB,Front and Rear Flash,,,,ARM Mali T830 MP1,No,64 GB,Galaxy J8,SM-J810GZKGINS,Samsung Galaxy J8,1.0,2,Android Oreo 8,Yes,16MP 5MP,4 GB,19030,1958,4.4,16MP,Dual Sim,Nano SIM,Yes,191 g,Yes
HSPA+,YES,,,Li-Ion,v4.2,Apple,Rose Gold,,,3840 x 2160,11.94 cm (4.7 inch),LED-backlit IPS,,Quad LED True Tone Flash,Yes,,"A-GPS, GLONASS",,No,128 GB,iPhone 7,MN952HN/A,Apple iPhone 7,1.0,1,iOS 12,No,12MP,,85308,8647,4.5,7MP,Single Sim,Nano Sim,Yes,138 g,802.11 a/b/g/n/ac
HSPA+,YES,,3.5 mm,3500 mAh,4.2,OPPO,Sunrise Red,2 GHz,Octa Core,2340 x 1080 pixels,16.0 cm (6.3 inch),TFT-LTPS,256 GB,Yes,Yes,,"GPS, A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 800 MHz,No,64 GB,F9 Pro,CPH1823,OPPO F9 Pro,1.0,2,Android Oreo 8.1.0,Yes,16MP 2MP,6 GB,28620,2994,4.5,25MP,Dual Sim,Dual Nano Sim,Capacitive with Multi-touch,169 g,
HSPA+,YES,,3.5 mm,3500 mAh,4.2,OPPO,Starry Purple,2 GHz,Octa Core,2340 x 1080 pixels,16.0 cm (6.3 inch),TFT-LTPS,256 GB,Yes,Yes,,"GPS, A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 800 MHz,No,64 GB,F9 Pro,CPH1823,OPPO F9 Pro,1.0,2,Android Oreo 8.1.0,Yes,16MP 2MP,6 GB,28620,2994,4.5,25MP,Dual Sim,Dual Nano Sim,Capacitive with Multi-touch,169 g,
YES,YES,,,2800 mAh,,LYF,White & Gold,1.3 GHz,Octa Core,1080 x 1920 Pixels,13.97 cm (5.5 inch),,,,,,,,No,16 GB,Water 9,LS-5006,LYF Water 9,,1,Android Lollipop 5,No,13MP,2 GB,8,1,3.4,,Dual Sim,,Yes,,
YES,YES,,,3300 mAh,v4.2,Redmi,Gold,1.8 GHz,Octa Core,1440 x 720 Pixels,14.48 cm (5.7 inch),HD+,128 GB,Rear Single LED Flash and Front LED Selfie-light Flash,,,,Adreno 506,Yes,16 GB,Redmi 5,MDI1,Redmi 5,1.0,1,Android Nougat 7.1,Yes,12MP,2 GB,3961,369,4.3,5MP,Dual Sim,Nano SIM and Nano SIM,Yes,157 g,802.11 b/g/n
Yes,YES,,,Li-Polymer,,Panasonic,Champagne Gold,1.3 GHz,Octa Core,1920 x 1080,13.97 cm (5.5 inch),Full HD,32 GB,Triple LED,,,,Mali T720,Yes,32 GB,Eluga Note,EB-90S55EN0G,Panasonic Eluga Note,1.0,1,Android Marshmallow 6,,16MP,3 GB,13804,3160,3.7,5MP,Dual Sim,,Yes,142 g,
YES,YES,,,4000 mAh,,Micromax,Jet Black,1.3 GHz,Quad Core,720 x 1440 Pixels,14.48 cm (5.7 inch),In-cell,64 GB,,,,,,No,16 GB,Canvas 2 2018,,Micromax Canvas 2 2018,1.0,1,Android Nougat 7,Yes,13MP,2 GB,46,9,4.0,8MP,Dual Sim,,Yes,170 g,
Yes,YES,,3.5 mm,3000 mAh,4.1,Nokia,Tempered Blue,1.4 GHz,Octa Core,1280 x 720 Pixels,13.21 cm (5.2 inch),IPS LCD,128 GB,Rear Dual Tone Flash,Yes,,,,No,16 GB,5,TA-1053 DS,Nokia 5,1.0,1,Android Nougat 7.1.1,Yes,13MP,3 GB,6509,1050,4.1,8MP,Dual Sim,,Yes,,Yes
Yes,YES,,Yes,No,Yes,Samsung,Lavender Purple,2.7 GHz,Octa Core,2960 x 1440 Pixels,16.26 cm (6.4 inch),Super AMOLED,512 GB,Yes,Yes,,Yes,,Yes,128 GB,Galaxy Note 9,SM-N960FZPDINS,Samsung Galaxy Note 9,1.0,2,Android Oreo 8,Yes,12MP 12MP,6 GB,2060,272,4.6,8MP,Dual Sim,Nano SIM,Yes,201 g,Yes
Yes,YES,,3.5 mm,Li-Ion,4.2,Samsung,Silver Titanium,2.1 GHz,Octa Core,3840 x 2160,14.48 cm (5.7 inch),Super AMOLED,,Yes,Yes,,"A-GPS, GLONASS, Beidou",ARM Mali-T760 MP8,,32 GB,Galaxy S6 Edge+,SM-G928GZSAINS,Samsung Galaxy S6 Edge+,1.0,1,Android Lollipop 5.1,,16MP,4 GB,157,39,4.2,5MP,Single Sim,Nano SIM,Capacitive,153 g,802.11 a/b/g/n/ac
HSPA,YES,,,Li-Ion Polymer,4,Gionee,Black,1.3 GHz,Quad Core,1920 x 1080,12.7 cm (5 inch),IPS,128 GB,LED,,,A-GPS,,,16 GB,P5L,,Gionee P5L,1.0,1,Android Lollipop 5.1,,8MP,1 GB,1134,201,3.7,5MP,Dual Sim,,Capacitive,146.9 g,Yes
YES,YES,,3.5,3000 mAh,5,Nokia,"Iron, White",2.2 GHz,Octa Core,1920 x 1080 Pixels,13.97 cm (5.5 inch),IPS LCD,128 GB,Dual Tone Flash,Yes,,"A-GPS, GLONASS, BDS, FM/RDS",,Yes,32 GB,6.1,TA-1089,Nokia 6.1,,1,Android Oreo 8.1,No,16MP,3 GB,27049,3424,4.2,,Dual Sim,,Yes,,802.11 a/b/g/n
YES,YES,,,3050 mAh,,Tecno,Bordeaux Red,1.5 GHz,Quad Core,1440X720 Pixels,13.97 cm (5.5 inch),,,,,,,,No,16 GB,Camon I Sky 2,Camon i Sky 2,Tecno Camon I Sky 2,,1,Android Oreo 8.1,Yes,13MP,2 GB,314,39,4.1,,Dual Sim,,Yes,,
HSPA+ 42.2 Mbps,YES,,3.5 mm,Li-Ion,4.1,Samsung,Black,1.4 GHz,Quad Core,1920 x 1080,12.7 cm (5 inch),TFT,256 GB,LED,,,Yes,ARM Mali T720 MP1,No,16 GB,Galaxy J5 Prime,SM-G570FZKDINS,Samsung Galaxy J5 Prime,1.0,1,Android Marshmallow 6,,13MP,2 GB,1196,350,4.0,5MP,Dual Sim,Micro SIM,Capacitive,,802.11 b/g/n
Yes,YES,,,4000 mAh,v5.0,Tecno,Ice Jadite,2.35 GHz,Octa Core,2340 x 1080 Pixels,16.59 cm (6.53 inch),Incell TFT,256 GB,Rear Quad LED Flash,Yes,,"GLONASS, BeiDou, Galileo",,No,128 GB,Camon 15 Pro,CD8,Tecno Camon 15 Pro,1.0,3,Android 10,Yes,48MP 2MP 5MP,6 GB,8,0,3.5,32MP,Dual Sim,Dual Nano SIM,Yes,203 g,Yes
Yes,YES,,,3100 mAh,Yes,Samsung,Prism White,2.2 GHz,Octa Core,2280 x 1080 pixel,14.73 cm (5.8 inch),Dynamic AMOLED,512 GB,Rear LED Flash,,,Yes,Mali-G76 MP12,Yes,128 GB,Galaxy S10e,SM-G970FZWDINS,Samsung Galaxy S10e,1.0,2,Android Pie 9.0,Yes,16MP 12MP,6 GB,564,83,4.5,10MP,Dual Sim,Nano SIM,Yes,150 g,Yes
Yes,YES,,3.5mm,4000 mAh,5.0,Redmi,Pearl White,2.84 GHz,Octa Core,2340 x 1080 pixels,16.23 cm (6.39 inch),AMOLED,,Rear Flash,Yes,,"2 band-GPS/A-GPS, GLONASS, BeiDou",Adreno 640,No,128 GB,Redmi K20 Pro,MZB8135IN,Redmi K20 Pro,1.0,3,Android Pie 9.0,Yes,48MP 13MP 8MP,6 GB,52617,6641,4.5,20MP,Dual Sim,Dual Nano SIM,Yes,191 g,802.11 a/b/g/n/ac (2x2 MiMo)
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,3.5mm,3500 mAh,5,Realme,Black Sea,1.95 GHz,Octa Core,2160p,16.0 cm (6.3 inch),IPS (In-cell),256 GB,Rear LED Flash,Yes,,"A-GPS, GLONASS",Adreno GPU 512,No,128 GB,2 Pro,RMX1807,Realme 2 Pro,1.0,2,Android Oreo 8.1,Yes,16MP 2MP,8 GB,36492,4669,4.5,16MP,Dual Sim,Dual Nano SIM,LCD,174 g,Yes
Yes,YES,,3.5mm,4000 mAh,5,Redmi,Red,1.8 GHz,Octa Core,2280 x 1080 pixels,15.9 cm (6.26 inch),IPS (In-cell),256 GB,Rear Flash,Yes,,"A-GPS, GLONASS, BeiDou",Adreno 509,Yes,64 GB,Redmi Note 6 Pro,MZB6881IN,Redmi Note 6 Pro,2.0,2,Android Oreo 8.1,Yes,12MP 5MP,6 GB,116247,10359,4.5,20MP 2MP,Dual Sim,Dual Nano SIM,Yes,181 g,802.11a/b/g/n/ac
Yes,YES,,3.5mm,4230 mAh,4.2,OPPO,Diamond Red,1.8 GHz,Octa Core,1080p,15.75 cm (6.2 inch),IPS Capacitive,256 GB,Rear Flash and Front Screen Flash,Yes,,,Adreno 506,No,32 GB,A5,CPH1809,OPPO A5,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,4 GB,13109,1063,4.3,8MP,Dual Sim,Dual Nano Sim,Yes,170 g,Yes
HSPA+,YES,,,3500 mAh,5,Motorola,Bronze Gradient,2.2 GHz,Octa Core,1080 x 2520 pixels,16.0 cm (6.3 inch),LTPS IPS,256 GB,Dual LED Flash,Yes,,"A-GPS, GLONASS, Galileo",Mali-G72 MP3,Yes,128 GB,Motorola One Vision,PAFB0022IN,Motorola One Vision,1.0,2,Android Pie 9,Yes,48MP 5MP,4 GB,9585,1286,4.1,25MP,Dual Sim,Dual Nano SIM,Yes,180 g,Yes
YES,YES,,,5000 mAh,,Vivo,Racing Black,2 GHz,Hexa Core,1080 x 2340$$Pixels,16.59 cm (6.53 inch),,,,Yes,,,,Yes,64 GB,U20,U20,Vivo U20,,1,Android Pie 9.0,yes,16MP,4 GB,934,79,4.4,,Dual Sim,Nano,YES,193 g,
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
Yes,YES,,3.5mm,4000 mAh,5,Redmi,Pearl White,2.84 GHz,Octa Core,2340 x 1080 pixels,16.23 cm (6.39 inch),AMOLED,,Rear Flash,Yes,,"2 band-GPS/A-GPS, GLONASS, BeiDou",Adreno 640,No,256 GB,Redmi K20 Pro,MZB8136IN,Redmi K20 Pro,1.0,3,Android Pie 9,Yes,48MP 13MP 8MP,8 GB,11364,1640,4.6,20MP,Dual Sim,Dual Nano SIM,Yes,191 g,802.11 a/b/g/n/ac (2x2 MiMo)
YES,YES,,,3400 mAh,Yes,Samsung,Blue,1.6 GHz,Octa Core,720 x 1520 pixels,15.75 cm (6.2 inch),TFT,512 GB,Rear Flash,,,,Mali G71 MP2,No,32 GB,Galaxy A10,SM-A105FZBGINS,Samsung Galaxy A10,1.0,1,Android Pie 9.0,Yes,13MP,2 GB,12558,1024,4.3,5MP,Dual Sim,Nano SIM,Yes,166 g,Yes
DC-HSPA+ (DL/UL): 42/5.76 Mbps,YES,,3.5mm,4000 mAh,v4.2,Asus,Silver,1.8 GHz,Octa Core,"4K, 1080p,720p",15.9 cm (6.26 inch),HD+,2 TB,Rear and Front (Single LED Flash),Yes,,"A-GPS, GLONASS",,No,32 GB,ZenFone Max M2,ZB632KL-4J003IN,Asus ZenFone Max M2,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,3 GB,98161,11928,4.3,8MP,Dual Sim,Nano SIM and Nano SIM,Capacitive,160 g,802.11b/g/n
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,,No,5,Apple,Gold,,,2688 x 1242 Pixels,16.51 cm (6.5 inch),Super Retina XDR Display,,Rear Brighter True Tone Flash with Slow Sync and Front Retina Flash,,,,,No,64 GB,iPhone 11 Pro Max,MWHG2HN/A,Apple iPhone 11 Pro Max,1.0,3,iOS 13,No,12MP 12MP 12MP,,795,88,4.7,12MP,Dual Sim,Nano SIM and eSIM,Yes,226 g,Yes
YES,YES,,,4000 mAh,,Samsung,Prism Crush White,1.8 GHz,Octa Core,1920 x 1080 Pixels,16.26 cm (6.4 inch),Super Amoled V Cut Display,,,Yes,In-Display,Yes,ARM Mali-G71 MP2,No,64 GB,Galaxy A30s,SM-A307FZWVINS,Samsung Galaxy A30s,1.0,3,Android Pie 9.0,Yes,25MP 5MP 8MP,4 GB,2837,219,4.3,16MP,Dual Sim,Dual Nano SIM,Yes,169 g,Yes
Yes,YES,,3.5mm,3260 mAh,5,Vivo,Gold,2 GHz,Octa Core,1080p,15.49 cm (6.1 inch),IPS,256 GB,Rear LED Flash and Front Screen Flash,Yes,,GLONASS,IMG GE8320 650 MHz,No,32 GB,Y81,vivo 1803/PD1732BF,Vivo Y81,1.0,1,Android Oreo 8.1,Yes,13MP,3 GB,48699,3425,4.4,5MP,Dual Sim,Nano SIM + Nano SIM,Yes,148 g,Yes
HSPA+,YES,,3.5 mm,Li-Ion,4,Virat,Black,1.5 GHz,Octa Core,1920 x 1080,12.7 cm (5 inch),TFT LCD,32 GB,CCT Dual LED,,,"A-GPS, GLONASS",Adreno 405,,16 GB,Moto G Turbo Virat Kohli,XT1557,Virat FanBox Moto G Turbo Virat Kohli,1.0,1,Android Lollipop 5.1.1,,13MP,2 GB,988,233,4.2,5MP,Dual Sim,Micro SIM,,155 g,Yes
42.2Mbps HSDPA/HSDPA+,YES,,3.5mm,No,v4.0,Lava,Gold,1.5 GHz,Quad Core,3gp,13.84 cm (5.45 inch),IPS Incell,32 GB,LED in Front and Rear,,,Yes,,No,16 GB,Z61,Z61,Lava Z61,1.0,1,Android Oreo 8.1,Yes,8MP,1 GB,3234,360,4.1,5MP,Dual Sim,Micro SIM + Nano SIM,capacitive,,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Marine Green,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,3.5mm,4000 mAh,5.0,Redmi,Flame Red,2.84 GHz,Octa Core,2340 x 1080 pixels,16.23 cm (6.39 inch),AMOLED,,Rear Flash,Yes,,"2 band-GPS/A-GPS, GLONASS, BeiDou",Adreno 640,No,256 GB,Redmi K20 Pro,MZB7751IN,Redmi K20 Pro,1.0,3,Android Pie 9.0,Yes,48MP 13MP 8MP,8 GB,11364,1640,4.6,20MP,Dual Sim,Dual Nano SIM,Yes,191 g,802.11 a/b/g/n/ac (2x2 MiMo)
YES,YES,,3.5 mm,No,,InFocus,Platinum Gold,1.5 GHz,Octa Core,1280 x 720 Pixels,13.21 cm (5.2 inch),HD,128 GB,,,,,,Yes,64 GB,Snap 4,IF9003,InFocus Snap 4,2.0,2,Android Nougat 7,Yes,13MP 8MP,4 GB,3026,406,3.9,8MP 8MP,Dual Sim,,Yes,,Yes
Yes,YES,,,Li-ion Polymer,5.0,Infinix,Space Gray,2 GHz,Octa Core,720 x 1520 pixels,15.77 cm (6.21 inch),IPS,256 GB,Rear Quad LED Flash and Front Screen Flash,Yes,,A-GPS,,No,32 GB,S4,X626,Infinix S4,1.0,3,Android Pie 9.0,Yes,13MP 2MP 8MP,3 GB,27301,3887,4.2,32MP,Dual Sim,Nano SIM + Nano SIM,Yes,155 g,Yes
YES,YES,,3.5mm,4000 mAh,v4.2,OPPO,Sky White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.51 cm (6.5 inch),AMOLED,,Rear Flash,,,"BeiDou, GLONASS",ARM Mali-G72 MP3 900MHz,No,128 GB,Reno2 F,CPH1989,OPPO Reno2 F,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,1664,158,4.5,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,195 g,802.11a/b/g/n/ac
Yes,YES,,3.5 mm,Polymer,4,Micromax,Chrome Black,1.3 GHz,Quad Core,1920 x 1080,12.7 cm (5 inch),IPS,64 GB,Front and Rear Flash,,,A-GPS,"ARM Mali T720 MP1, Single Core, Clock Frequency: 650 MHz",Yes,16 GB,Canvas 1,P5003M/C1,Micromax Canvas 1,1.0,1,Android Nougat 7,Yes,8MP,2 GB,5073,874,3.8,5MP,Dual Sim,,Yes,,Yes
YES,YES,,,2550 mAh,,Lava,Sapphire Green,1.3 GHz,Quad Core,480 x 960 pixels,12.7 cm (5 inch),,128 GB,Rear LED Flash and Front LED Flash,,,,,No,16 GB,Z51,Z51,Lava Z51,1.0,1,Android Oreo 8.1,Yes,5MP,1 GB,472,48,3.8,5MP,Dual Sim,,Yes,,
Yes,YES,,3.5mm,3300 mAh,4.1,HTC,Blue,2 GHz,Octa Core,1080p,15.8 cm (6.22 inch),,256 GB,"Rear Camera: Dual Tone Flash, Front Camera: Screen Flash",Yes,,"A-GPS, GLONASS",,Yes,128 GB,Wildfire X,Wildfire X_4GB,HTC Wildfire X,1.0,3,Android Pie 9,Yes,12MP 8MP 5MP,4 GB,1019,196,3.9,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,160 g,Yes
